parcelNo,vesselPositionStatus,expectedArrivalDateAtLoadPort,arrivedDateAtLoadPort,expectedArrivalDateAtDischargePort,arrivedDateAtDischargePort,blDate,blQuantity,customerGroup,vendor,parcelType,vesselName,loadPortName,dischargePortName,vesselNo,vesselType,supplierDemurrageRate,cOO,mineName,productName,supplierGroup,originWiseGrade,mineWiseGrade,grade,monthName
P10872324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,72979,APL,UDUPI POWER,Parcel A,MV BBG QINZHOU,Muara Pantai,New Mangalore,236-23-24,Panamax,16500,Indonesia,Berau,INDO 5100 GAR,Miner / Refiner,INDO 5100,BE 5100,BERAU 5100,Sep-23
P20802425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,80000,APL,APL,Parcel A,MV GOLDEN ZHEJIANG,Muara Pantai,Mundra,375-23-24,Cape,18500,Indonesia,Berau,INDO 4800 GAR,Miner / Refiner,INDO 4800,BE 4800,BERAU 4800,Nov-23
P14562425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,49813,Stock and Sales,AEL,Parcel A,MV EVANGELISTRIA,Tj Pemachingam,Krishnapatnam,501-23-24,Panamax,19000,Indonesia,Jhonlin,INDO 3800 GAR,Miner / Refiner,INDO 3800,JH 3800,JHONLIN 3800,Jan-24
P20372425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,74370,APL,APL,Parcel A,MV IONIC KLEOS,Muara Pantai,New Mangalore,315-24-25,Panamax,17000,Indonesia,Berau,INDO 5800 GAR,Miner / Refiner,INDO 5800,BE 5800,BERAU 5800,Sep-24
P2602223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,165000,APL,APL,Parcel A,MV NAUTICAL DREAM,TBCT,Mundra,017-22-23,Cape,26000,Indonesia,Melawan Mine,INDO 4500 GAR,Miner / Refiner,INDO 4500,KP 4500,KPC 4500,Apr-22
P1662122,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82494,Stock and Sales,AEL,Parcel B,MV AANYA,RBCT,Dhamra,252-21-22,Cape,48000,SA,AS per Remarks,SA 4500 Min,Trader,SA 4500,,,Nov-21
P17202425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,165000,Stock and Sales,AEL,Parcel A,MV SEATTLE,Abbot Point,Krishnapatnam,047-23-24,Cape,21000,AUS,AS per Remarks,AUS 3000 - 5500 GAR,Trader,AUS 5500,,,Apr-23
P26172425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,57945,Stock and Sales,AEL,Parcel A,MV AMMAR I,Peunaga Anch,Hazira,611-24-25,Supramax,16000,Indonesia,MIFA,INDO 3400 GAR,Thru Broker,INDO 3400,MI 3400,MIFA 3400,Mar-25
P14722425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60500,Stock and Sales,AEL,Parcel A,MV ARAGONA,Muara Pantai,Hazira,091-24-25,Supramax,21500,Indonesia,BJU,INDO 5000 GAR,Trader,INDO 5000,BJ 5000,BJU 5000,May-24
P12392324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,95000,Stock and Sales,AEL,Parcel B,MV MARIPERLA,Abbot Point,Krishnapatnam,136-23-24,Cape,16500,AUS,AS per Remarks,AUS 3000 - 5500 GAR,Trader,AUS 5500,,,Jul-23
P18152425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,APL,APL,Parcel A,MV AANYA,TBCT,Mundra,193-24-25,Cape,33500,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Jul-24
P5762223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,85143,APL,APL,Parcel B,MV GENCO CLAUDIUS,TBCT,Mundra,232-22-23,Cape,,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Aug-22
P0272122,Completed At DP,00:00.0,00:00.0,00:00.0,,00:00.0,71220,TC - Direct Customer,CND,Parcel A,MV ORIENT PRIMA,Samarinda,China,190-21-22,Panamax,38000,Indonesia,Indexim,INDO 4200 GAR,Trader,INDO 4200,IN 4200,INDEXIM 4200,Sep-21
P17452425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,79423,APL,APL,Parcel B,MV NORA,Bunati Anchorage,Mundra,110-23-24,Cape,17000,Indonesia,BIB,INDO 4200 GAR,Miner / Refiner,INDO 4200,BI 4200,BIB 4200,Jun-23
P19172425,Completed At DP,,,,00:00.0,00:00.0,122180,Stock and Sales,AEL,Parcel A,MV FLAG SEAMAN,United Bulk Terminal (UBT),Tuna,111-24-25,Baby Cape,50000,USA,AS per Remarks,NAPP 6650 NAR Min,Trader,USA 6650,NA 6650,NAPP 6650,Jun-24
P8032324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,163650,Stock and Sales,AEL,Parcel A,MV VIDYUT,Abbot Point,Mundra,382-22-23,Cape,16000,AUS - CM,BRAVUS - Carmichael,AUS 4500 NAR,Trader,AUS 4500,CC 4500,BRAVUS-CARMICHAEL 4500,Jan-23
P20022425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,164242,APL,APL,Parcel A,MV SM GLADSTONE,Bunyu Anchorage,Mundra,247-23-24,Cape,16000,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,Sep-23
P7082223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,56670,Stock and Sales,AEL,Parcel A,MV GREAT LINK,Meulaboh,Hazira,259-22-23,Supramax,20000,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Sep-22
P26722526,To DP,00:00.0,00:00.0,,,00:00.0,53794,Stock and Sales,AEL,Parcel A,MV VSC CASTOR,MPT or DBT,Jakhau,024-25-26,Supramax,14500,SA,AS per Remarks,SA 5700 Min,Trader,SA 5700,,,Apr-25
P0542122,Completed At DP,00:00.0,00:00.0,00:00.0,,00:00.0,59500,Stock and Sales,AEL,Parcel A,MV PACIFIC ACE,Peunaga Anch,Hazira,228-21-22,Supramax,38000,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Oct-21
P24232425,Completed At DP,00:00.0,00:00.0,,,00:00.0,26250,Stock and Sales,AEL,Parcel A,MV LIA,Meulaboh,Navlakhi,465-24-25,Supramax,,Indonesia,MIFA,INDO 3400 GAR,Thru Broker,INDO 3400,MI 3400,MIFA 3400,Dec-24
P15132425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,80000,APL,APL,Parcel A,MV NEW YORK,Kaliorang Anch,Mundra,164-24-25,Cape,28500,Indonesia,Indexim,INDO 4200 GAR,Trader,INDO 4200,IN 4200,INDEXIM 4200,Jun-24
P20602425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,78200,Stock and Sales,AEL,Parcel A,MV PLAINPALAS,TCM Maputo,Any Port India,315-23-24,Panamax,,SA,AS per Remarks,SA 5200 Min,Trader,SA 5200,,,Dec-23
P6062223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,76800,SEB,AEL,Parcel A,MV GH KAHLO,Taboneo Anchorage,Dahej,274-22-23,Cape,21000,Indonesia,Padangbara,INDO 5000 GAR,Miner / Refiner,INDO 5000,PS 5000,PSM 5000,Sep-22
P19122425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,58300,Stock and Sales,AEL,Parcel A,MV PACIFIC ACE,Meulaboh,Hazira,261-24-25,Supramax,20000,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Aug-24
P7952324,Completed At DP,00:00.0,00:00.0,,,00:00.0,41670,Stock and Sales,AEL,Parcel A,MV AQUAVITA SEA,Kaliorang Anch,Gangavaram,372-22-23,Panamax,15650,Indonesia,Indexim,INDO 4200 GAR,Trader,INDO 4200,IN 4200,INDEXIM 4200,Jan-23
P11452324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,127920,Stock and Sales,AEL,Parcel A,MV NAVIOS ASTRA,Baltimore,Krishnapatnam,044-23-24,Baby Cape,38000,USA,USA Bailey/Enlow Fork/Harvey,US 6900 NAR,Miner / Refiner,USA 6900,CO 6900,CONSOL 6900,May-23
P3662223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,30700,SEB,NTPC,Parcel B,MV ANGLO RED,Tj Kampeh,Any Port India,113-22-23,Panamax,39000,Indonesia,TSS,INDO 5000 GAR,Trader,INDO 5000,TS 5000,TSS 5000,Jun-22
P22952425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,24500,Stock and Sales,AEL,Parcel B,MV PACIFIC AWARD,Muara Berau Anchorage,Haldia,415-22-23,Supramax,,Indonesia,Kutai Energi,INDO 4200 GAR,Miner / Refiner,INDO 4200,KE 4200,KE 4200,Feb-23
P9792324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,74570,APL,APL,Parcel A,MV PS FRAMURA,Bunyu Anchorage,Mundra,116-23-24,Panamax,10500,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,Jun-23
P23522425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,35500,Stock and Sales,AEL,Parcel B,MV COPENHAGEN EAGLE,Muara Berau Anchorage,Navlakhi,450-22-23,Supramax,,Indonesia,Kutai Energi,INDO 4200 GAR,Miner / Refiner,INDO 4200,KE 4200,KE 4200,Mar-23
P4942223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,85202,Stock and Sales,AEL,Parcel B,MV EASTERN FREESIA,Taboneo Anchorage,Dahej,123-22-23,Cape,40000,Indonesia,Adaro,INDO 4100 GAR,Miner / Refiner,INDO 4100,AD 4100,ADARO 4100,Jun-22
P6712223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60000,Stock and Sales,AEL,Parcel B,MV CHAMPIONSHIP,"Nacala Port, Mozambique",Mundra,304-22-23,Cape,24000,Mozambique,Moatize,Moatize 5500 NAR,Miner / Refiner,MZBQ 5500,MO 5500,MOATIZE 5500,Nov-22
P5472223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,20000,SEB,NTPC,Parcel B,MV XIN RUN,Muara Pantai,Dahej,163-22-23,Cape,25000,Indonesia,Berau,INDO 5000 GAR,Trader,INDO 5000,BE 5000,BERAU 5000,Jun-22
P23362425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,73350,TC - Direct Customer,XFR,Parcel A,MV ROSCO CYPRESS,Bunyu Anchorage,China,398-24-25,Panamax,16000,Indonesia,Saka Putra (SPP),INDO 3000 GAR,Miner / Refiner,INDO 3000,SP 3000,SPP 3000,Nov-24
P5262223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,22500,SEB,NTPC,Parcel A,MV STAR TIANJIN,Muara Pantai,Dahej,151-22-23,Cape,26000,Indonesia,Berau,INDO 5000 GAR,Trader,INDO 5000,BE 5000,BERAU 5000,Jun-22
P10082324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,29115,Stock and Sales,AEL,Parcel A,MV SERENA SKY,Muara Berau / Muara Jawa,Hazira,088-23-24,Supramax,13500,Indonesia,Kutai Energi,INDO 4200 GAR,Miner / Refiner,INDO 4200,KE 4200,KE 4200,May-23
P5612223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,155864,SEB,MAHA GENCO,Parcel A,MV ARABELLA,Adang Bay,Krishnapatnam,221-22-23,Cape,21000,Indonesia,kideco,INDO 4200 GAR,Miner / Refiner,INDO 4200,KI 4200,KIDECO 4200,Aug-22
P17862425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,35000,Stock and Sales,AEL,Parcel A,MV ASTREA SB,Taboneo Anchorage,Goa,223-23-24,Panamax,12596,Indonesia,BRE,INDO 4100 GAR,Trader,INDO 4100,BR 4100,BRE 4100,Aug-23
P17772425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,87072,Stock and Sales,AEL,Parcel A,MV CAPE LAUREL,CMT-Baltimore,Krishnapatnam,187-23-24,Baby Cape,33000,USA,USA Bailey/Enlow Fork/Harvey,US 6900 NAR,Miner / Refiner,USA 6900,CO 6900,CONSOL 6900,Aug-23
P20842425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,55540,TC - Direct Customer,THAILAND ANTHRACITE,Parcel A,MV DZ WEIHAI,Bunyu Anchorage,Thailand,341-24-25,Supramax,17000,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,Oct-24
P15642425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,65000,APL,APL,Parcel A,MV MARAN CONQUEROR,TBCT,Mundra,537-23-24,Cape,15000,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Feb-24
P13792425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,37112,Stock and Sales,AEL,Parcel B,MV WEI HE,RBCT,Mundra,002-24-25,Panamax,22000,SA,AS per Remarks,SA 5200 Min,Trader,SA 5200,,,Apr-24
P2892223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,54688,Stock and Sales,AEL,Parcel A,MV ALMERIA,Meulaboh,Gangavaram,032-22-23,Supramax,28500,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Apr-22
P10912324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,70000,Stock and Sales,SANGHI,Parcel B,MV ORMOND,Abbot Point,Mundra,242-23-24,Cape,14709,AUS - CM,BRAVUS - Carmichael,3000 - 5500 GAR,Miner / Refiner,AUS 5500,CM 5500,BRAVUS-CARMICHAEL 5500,Sep-23
P17112425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,46201,Stock and Sales,AEL,Parcel A,MV AN LI,RBCT,Krishnapatnam,119-24-25,Cape,24000,SA,SA Anglo,SA 5850 Min,Miner / Refiner,SA 5850,AN 5850,ANGLO 5850,Jul-24
P6402223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,58100,TC - Direct Customer,RESWARA,Parcel A,MV RUBAIYAT HANIF,Meulaboh,Thailand,279-22-23,Panamax,20000,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Oct-22
P6592223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,APL,APL,Parcel A,MV JUBILIANT DREAM,TBCT,Mundra,283-22-23,Cape,19500,Indonesia,Melawan Mine,INDO 4500 GAR,Miner / Refiner,INDO 4500,KP 4500,KPC 4500,Oct-22
P1432122,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,63000,Stock and Sales,AEL,Parcel B,MV MIE HUA HAI,Muara Berau Anchorage,Mundra,291-21-22,Baby Cape,34000,Indonesia,BSSR,INDO 4100 GAR,Miner / Refiner,INDO 4100,BS 4100,BSSR 4100,Dec-21
P19362425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,78848,SEB,NTPC,Parcel A,MV NEW WAVELET,Muara Pantai,Krishnapatnam,276-24-25,Panamax,17000,Indonesia,Berau,INDO 4800 GAR,Trader,INDO 4800,BE 4800,BERAU 4800,Aug-24
P5752223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,77000,APL,APL,Parcel A,MV GENCO CLAUDIUS,TBCT,Mundra,232-22-23,Cape,18000,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Aug-22
P25842425,To DP,00:00.0,00:00.0,00:00.0,,00:00.0,67350,APL,APL,Parcel A,MV HERO,Taboneo Anchorage,Mundra,597-24-25,Cape,10009,Indonesia,Adaro,INDO 4700 GAR,Trader,INDO 4700,AD 4700,ADARO 4700,Mar-25
P3552223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,72903,Stock and Sales,AEL,Parcel A,MV ADAM I,,Dahej,187-22-23,Panamax,29500,,,,,,,,Jul-22
P18402425,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,54200,Stock and Sales,AEL,Parcel A,MV GLOVIS MAPLE,Meulaboh,Hazira,230-24-25,Supramax,17000,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Aug-24
P6162223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,30000,Stock and Sales,AEL,Parcel B,MV GIORGOS DRACOPOULOS,Meulaboh,Dharamtar,254-22-23,Supramax,27000,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,Sep-22
P16642425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,Stock and Sales,AEL,Parcel A,MV BALTIMORE,RBCT,Gangavaram,109-24-25,Cape,36000,SA,SA Anglo,SA 5200 Min,Miner / Refiner,SA 5200,AN 5200,ANGLO 5200,Jul-24
P2122223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,52160,APL,AEML,Parcel A,MV KANG HUAN,Tj Kampeh,Dahanu,358-21-22,Supramax,37000,Indonesia,MIP Sumatra,INDO 4200 GAR,Trader,INDO 4200,MI 4200,MIP 4200,Feb-22
P16892425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,79530,APL,APL,Parcel B,MV DIVINUS,TBCT,Mundra,640-23-24,Cape,36500,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Mar-24
P5182223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,160700,SEB,NTPC,Parcel A,MV BERGE ROSA,Tarahan,Mundra + Goa,140-22-23,Cape,29000,Indonesia,PT BA,INDO 5000 GAR,Miner / Refiner,INDO 5000,BA 5000,BA 5000,Jun-22
P7982324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,65000,Stock and Sales,AEL,Parcel B,MV CIC ELLI S,RBCT,Gangavaram,373-22-23,Cape,,SA,SA  Seriti (S32),SA 4500 Min,Trader,SA 4500,S3 4500,S32 4500,Jan-23
P23062425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,60000,Stock and Sales,AEL,Parcel A,MV BALTIMORE,Tj Pemachingam,Krishnapatnam,439-22-23,Cape,,Indonesia,Jhonlin,INDO 3800 GAR,Miner / Refiner,INDO 3800,JH 3800,JHONLIN 3800,Feb-23
P13962425,Completed At DP,00:00.0,00:00.0,00:00.0,,00:00.0,54380,Stock and Sales,AEL,Parcel A,MV LIA,Muara Berau / Muara Jawa,Hazira,132-24-25,Supramax,20866,Indonesia,PT Karya Putra Borneo (KPB),INDO 4000 GAR,Trader,INDO 4000,KP 4000,KPB 4000,Jun-24
P19202425,Completed At DP,,,,00:00.0,00:00.0,60499.598,Stock and Sales,ACC,Parcel A,MV TAI STAMINA,Any Port in USA,New Mangalore,052-24-25,Supramax,30000,USA,AS per Remarks,USA Petcoke 7500 NAR,Trader,USA 7500,,,Apr-24
P5622223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,54200,Stock and Sales,AEL,Parcel A,MV VENTURE STAR,Muara Pantai,Hazira,223-22-23,Supramax,28500,Indonesia,ATM,INDO 3800 GAR,Miner / Refiner,INDO 3800,AT 3800,ATM 3800,Jul-22
P3432223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,78284,SEB,NTPC,Parcel A,MV PASCHALIS D,Tarakan Anch,Mundra,077-22-23,Cape,33500,Indonesia,MIP,INDO 4800 GAR,Thru Broker,INDO 4800,MI 4800,MIP 4800,22-May
P18592425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,73623,APL,APL,Parcel B,MV LEO HONOR,Bunyu Anchorage,Mundra,019-24-25,Cape,23500,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,Apr-24
P5742223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,APL,APL,Parcel B,MV AGIA TRIAS,TBCT,Mundra,231-22-23,Cape,18000,Indonesia,Melawan Mine,INDO 4500 GAR,Miner / Refiner,INDO 4500,KP 4500,KPC 4500,Aug-22
P12772324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,70000,SEB,NTPC,Parcel A,MV BALTIC BEAR,Abbot Point,SANDHEADS,393-23-24,Cape,18000,AUS - CM,BRAVUS - Carmichael,3000 - 5500 GAR,Miner / Refiner,AUS 5500,CM 5500,BRAVUS-CARMICHAEL 5500,Nov-23
P14232425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,42600,Stock and Sales,AEL,Parcel C,MV GALATEIA,Muara Berau Anchorage,Dahej,467-23-24,Panamax,18183,Indonesia,SKN,"INDO 4,000 GAR",Trader,INDO 4000,SK 4000,SKN 4000,Dec-23
P27462526,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,25000,Stock and Sales,AEL,Parcel C,MV CAPE BREEZE,Taboneo Anchorage,Mundra,063-25-26,Cape,16000,Indonesia,BRE,INDO 4100 GAR,Miner / Refiner,INDO 4100,BR 4100,BRE 4100,May-25
P6332223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,37000,Stock and Sales,AEL,Parcel A,MV NAVIOS BEAUFIKS,Muara Berau Anchorage,Navlakhi,263-22-23,Cape,12000,Indonesia,BSSR,INDO 4100 GAR,Miner / Refiner,INDO 4100,BS 4100,BSSR 4100,Sep-22
P23122425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,70000,SEB,NTPC,Parcel A,MV MARIJEANNIE,Taboneo Anchorage,Gangavaram,438-22-23,Cape,,Indonesia,Adaro,INDO 4700 GAR,Miner / Refiner,INDO 4700,AD 4700,ADARO 4700,Mar-23
P23052425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,31500,Stock and Sales,AEL,Parcel E,MV CAPE AROLA,Muara Berau Anchorage,Hazira,432-22-23,Cape,,Indonesia,AKG,INDO 4600 GAR,Trader,INDO 4600,AK 4600,AKG 4600,Mar-23
P19472425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,73437,APL,APL,Parcel B,MV DEYI CONFIDENCE,Kaliorang Anch,Mundra,290-24-25,Cape,25500,Indonesia,Indexim,INDO 4200 GAR,Trader,INDO 4200,IN 4200,INDEXIM 4200,Sep-24
P11292324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,56650,Stock and Sales,AEL,Parcel A,MV SAGAR KANYA,"GML Maputo, Mozambique",Krishnapatnam,293-23-24,Supramax,18000,SA,AS per Remarks,SA 5200 Min,Trader,SA 5200,,,Oct-23
P26362425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,24850,TC - Direct Customer,THAILAND ANTHRACITE,Parcel A,MV TOP FAIR,Bunyu Anchorage,Thailand,636-24-25,Supramax,,Indonesia,Saka Putra (SPP),INDO 3000 GAR,Miner / Refiner,INDO 3000,SP 3000,SPP 3000,Mar-25
P11992324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,80922,Stock and Sales,AEL,Parcel A,MV PACIFIC ANOUK,Taboneo Anchorage,Mundra + Dahej,313-23-24,Cape,21000,Indonesia,BRE,INDO 4100 GAR,Trader,INDO 4100,BR 4100,BRE 4100,Oct-23
P8082324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,35000,Stock and Sales,AEL,Parcel C,MV IANTHE,CMT-Baltimore,Any Port India,386-22-23,Baby Cape,20000,USA,USA Bailey/Enlow Fork/Harvey,US 6900 NAR,Miner / Refiner,USA 6900,CO 6900,CONSOL 6900,Feb-23
P24652425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,76829,Stock and Sales,AEL,Parcel A,MV ADRIANA ROSE,"CSX, Baltimore",Tuna,481-24-25,Panamax,20000,USA,AS per Remarks,NAPP 6650 NAR Min,Trader,USA 6650,NA 6650,NAPP 6650,Jan-25
P20982425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,77000,Stock and Sales,AEL,Parcel A,MV MARAN MERCHANT,Muara Berau Anchorage,Mundra + Dahej,385-23-24,Cape,19368,Indonesia,BSSR,INDO 4000 GAR,Miner / Refiner,INDO 4000,BS 4000,BSSR 4000,Nov-23
P7442223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,35000,Stock and Sales,AEL,Parcel B,MV SEAFARER,Muara Berau Anchorage,Hazira,325-22-23,Cape,16000,Indonesia,BSSR,INDO 4100 GAR,Miner / Refiner,INDO 4100,BS 4100,BSSR 4100,Nov-22
P5072223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,34000,SEB,NTPC,Parcel B,MV LMZ FRANCISCO,Tarahan,Haldia,133-22-23,Panamax,32000,Indonesia,PT BA,INDO 4800 GAR,Trader,INDO 4800,BA 4800,BA 4800,Jun-22
P4402223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,SEB,NTPC,Parcel A,MV GENCO LION,Muara Berau Anchorage,Dahej,197-22-23,Cape,22000,Indonesia,Kutai Energi,INDO 4700 GAR,Miner / Refiner,INDO 4700,KE 4700,KE 4700,Jul-22
P27582526,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,112358,Stock and Sales,AEL,Parcel B,MV LORDSHIP,RBCT,Dhamra,059-25-26,Cape,,SA,SA Glencore,SA 5200 Min,Miner / Refiner,SA 5200,GI 5200,GIAG 5200,Apr-25
P26842526,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,80864,APL,APL,Parcel B,MV VENTURA I,TBCT,Mundra,048-25-26,Cape,19500,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Apr-25
P7032223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,55640,TC - Direct Customer,Thailand Anthracite,Parcel A,MV FAREAST HARMONY,Bunyu Anchorage,Thailand,328-22-23,Supramax,13000,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,Nov-22
P26572526,Completed At DP,,,,,00:00.0,78914,Stock and Sales,AEL,Parcel A,MV VELSHEDA,TCM Maputo,Krishnapatnam,640-24-25,Panamax,,SA,AS per Remarks,SA 5200 Min,Trader,SA 5200,,,Mar-25
P9412324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,17000,Stock and Sales,AEL,Parcel B,MV SOUTHERN CROSS DREAM,Muara Berau Anchorage,Hazira,156-23-24,Cape,22500,Indonesia,BSSR,INDO 4000 GAR,Miner / Refiner,INDO 4000,BS 4000,BSSR 4000,Jul-23
